"city_name","hotel_name","hotel_rating","review_quote","review_text"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice Location","This hotel have agood location in Tasikmalaya. i spent 2 night in this hotel and take deluxe room on 7th floor, the view from the room is swimming pool and tasikmalaya scenery :). The room is big, clean and spacious too. The breakfast menu is standard even with wide varieties, you can try to drink JAMU (Indonesia traditional healthy drink). In Room Service Menu, you can try Pisang Goreng (Fried Banana), i think its recommended lite menu :)"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Surprisingly Good!","3 star hotel in a small city, santika tasikmalaya is way more that I expected! The hotel is clean, modern, comfortable and well managed. The wifi works 24 hour in my room. The breakfast is varied from traditional to western food. Recommended!"
"Ciamis","Hotel Santika Tasikmalaya","4 ","The Best Hotel in Tasikmalaya","We have visited Tasikmalaya to attend my best friend wedding receiption, due to lack of hotel information in Tasikmalaya, I try to find hotel for staying through website and have found This Hotel.Overall Santika Hotel is the best hotel in Tasikmalaya with Affordable price, Friendly staff, Great location and Good Food."
"Ciamis","Hotel Santika Tasikmalaya","4 ","great with BUT(s)","great room. clean and spacious. great service as they even great your passing car. great breakfast with wide varieties of food and they are delicioussss....BUT(s): it's 4.31 am and i am bombarded with morning prayer voices from every direction .. cant sleep.no refrigerator in the room"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Wonderful hotel in a small city","They served all of their guests with a sincere hospitality, i can simply see that the moment we arrived. And i`m not exhilarated, but it is what it is,The facilities were also up to the standard expectation, and nothing more to say other then We surely will return to this hotel again, and would be grateful if the hotel can add-up the taste and the variety of foods served during breakfast"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Hospitality at its best","Felt very welcomed right from the doorstep and check in was fast despite a crowd. The room was spacious, very clean and bed is comfortable too. Breakfast was splendid with many local choices and international choices also. Hotel was located to many restaurants within walking distance. Will definitely come here again next year."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice and clean","Spending one night at Santika Tasikmalaya, it was a nice experience. Smooth check-in, polite staff with good hospitality, spacious room and nice food as well.I haven't had a chance to try the swimming pool but it was kinda cool that this city has this qualified hotel, I will definitely come back again to this hotel if I have a chance."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Great hotel in the city","The hotel is very comfortable, clean and the service is good. I was amazed they would still greet you even though you are in the car passing by. I didn't try out the pool since it was only a 1 night stay but i saw a lot of family having great times over there. The breakfast was superb. I was curious about Nasi Tutug Oncom but unable to find it since the city was ""dead"" after 7. I tried it during breakfast along with other foods... great varieties, great taste.... thumbs up for the kitchen staff. Nothing to complain about this hotel for its price, service, comfort. Would come back if i am in town. oh but one thing... no refrigerator in the room"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Excellent","I stayed 1 night with my family on the way back from Pangandaran to Jakarta, and the hotel having Good Location, Good Pool, Good Room and also Good breakfast, and also we can easily find a restaurant near the hotel for dinner."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Excelent","Very good price/quality relation.Amazing staff, very professional and kind.We arrived quite late and they kept the restaurant open just for us.We did not expect to find such a good quality hotel in the middle of nowhere (we were en route to Borobudur)!"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Very nice for tasikmalaya","I think it s a buisness hotel, we were very surprised to have a such nice hotel in a so small city.The swimming pool is big enough for swimming, the breakast is ok.room was big enough and we sleepd very well.The front staff is very helpfull."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good one","went here for business purpose. stayed for one night. the hotel was okay. staff was friendly. location not to far from city center. breakfast was good since they got many options. the room is big and clean, for the price i would say quite expensive."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Satisfied Hotel","The hotel & the room are big & clean. The staff are good; breakfast is delicious and many choices; & we even got a souvenier from the hotel when check-out. We get 5 stars hotel services in such a small city. Value for money."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best hotel in Tasik !!","Certainty the best hotel in Tasik . Great for family with kids . They have nice swimming pool . My room was pretty standard, but I find it nice with a very cosy bed. The view to the city with mountains in the background was not bad at all. I also liked it convenient location where you can walk to the nearby shopping areas"
"Ciamis","Hotel Santika Tasikmalaya","4 ","International standard hotel in a small city","Tasikmalaya is a small city, and it surprised me that this hotel is big enough and has international standard. Location is on the city center and there are many restaurant in surrounding area. The breakfast is also good and delicious. Nice place to stay for business and family."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best Hotel in Tasikmalaya","Santika Tasikmalaya is the first national chain hotel in Tasikmalaya City, West Java. With 9 floors, it's the highest building in the city.Location in the center of town, and from the high floor the view is facing to the Galunggung valcano mountain.The hotel itself is modern style , with spacious lobby and restaurant with west javanese atmosphere, making the hotel very cozy and comfortable.Clean, very friendly service and the room is spacious as we were staying in the family room, consisting of 2 rooms + 1 family living room, very convenient and comfortable room.The provide tour to few main attraction of tasikmalaya, such as to home industry of hand printed Batik, Kelom Geulis (wooden female shoes ) and hand made Tasik Umbrella. The main interest place is the visiti to ""Kampung Naga"" (Dragon Village), is a village of local people, where the living style of the villagers still original traditional old fashioned , following the origin culture of lifestyle, no electricity etc.It's worth visiting Tasikmalaya and definitely recommended to stay at Hotel Santika Tasikmalaya. It's worth"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Great Hotel! Very helpful staff. Pool is awesome!","We had a wonderful time at Santika. Upon check-in I casually mentioned that it was my wife's birthday the following day. We were pleasantly surprised at breakfast with a very big birthday cake while the staff sang happy birthday. Thanks Santika Tasikmalaya for making my wife's special day even sweeter."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The best in Tasikmalaya","I will consider Santika as the best hotel in Tasikmalaya. It has complete facilities including swimming pool (adults and kids), best view on top restaurant. I stayed with family booking 2 connecting rooms. Clean and comfortable rooms. They offered free drink and snack for everyone checking in and guests, it was very good. Checking in is quick as we have booked the room days before and the rate is reasonable even on peak season (long weekend). Rooms are clean and beds are good quality. Although I smell a little bit cigarette smoke when entering the room, which I hate (but I didn't ask for non-smoking floor and didn't bother to ask as the hotel was full and we already got connecting rooms). We have so many TV channels to enjoy in rooms. Swimming pools is nice at the afternoon and quite packed with mostly children and teenagers. At night, there is a food stalls in front of hotel (managed by Santika) which then easy for us to find meal for dinner. Breakfast is standard as other Santika hotel. Good variety of foods to choose. The staffs are the best, they always greet and smile, also refuse any tips which is more appreciated. Definitely will stay here again when I come to Tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best in town","Checked in at 11.30 pm, and fortunately they still have available room. I forgot the room type, but the receptionist gave me the best price IDR 750K, include brfast & mini bar (Publish rate IDR 1250K).I dont spent much time here, since at 07.00 am, i should checked out to continue my journey to central java.What i can share about this hotel :- Room is very spacious- Breakfast was great- WiFi was also great- Got newspaper- Nice staffWill back again to this hotel someday"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Overpriced and terrible","We stayed in the premiere room which was expensive for the area - we were very disappointed that our air conditioning was broken and not fixed despite our constant calls to the Santika team. Indonesia is very hot and this was unbearable. Also window cleaners were outside our room every day for quie sometime peering in so terrible privacy. Terrible banging or building noises at night above us. They advised second night could move but it isn't easy to move a large family. Staff largely so were polite and helpful although a little slow. We wish there was a spa too. We have a business in tasik but would now prefer to stay elsewhere on our frequent vsits"
"Ciamis","Hotel Santika Tasikmalaya","4 ","value for money!","this is a value for money hotel....the room rate is fair (the reception said it is even cheaper if we book online), the room is clean and large, plasma tv, free wifi, and breakfast included...the location is in the centre of the city but as you already expected, not many interesting place to visit in this city...."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Spacious room and nice stay.","It is a perfect stop when you are on the long trip from Jakarta to Central Java. It's actually quite luxurious. The room is spacious, there is a big sofa that you can sleep in if you happen to need more bed. :-) There is an overhead plus a flexible shower in the bathroom, so it is great to bathe kids there. Big flat TV. But too bad there is no refrigerator in the room.My disappointment during my stay there was that they use the swimming pool as an area for bazaar or something. Maybe occasionally because apparently there was some kind of seminar at that moment. But still it's very uncomfortable for those guests who wanted to swim like us."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good Hotel","Good hotel. Its a clean hotel, in a good location & with good facilities. Breakfast is moderate & but overall service was good. My only complain is that the fridge was not available in my room. I recommended for those who planning to stay at the city & would definitely go back"
"Ciamis","Hotel Santika Tasikmalaya","4 ","A pleasant stay","I stayed for one night during my return trip from Yogyakarta to Jakarta. Booked two deluxe rooms through their website. The rooms are HUGE but the bathroom is somewhat small. Great location with plenty of foodstalls nearby and hang out places. Tasty breakfast menus."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The best hotel in town.","I stayed at hotel just for one night and feels like home.. Surrounding so quite, the hotel still new,the room is clean,spacious and well furnished. Air cond and the shower are well operated. the staff so friendly. The pool is not too big but nice .. The Breakfast has a great taste.. Will be back on my next visit to tasikmalaya."
"Ciamis","Hotel Santika Tasikmalaya","4 ","the best hotel in tasik","a spacious room, clean and hommy. is really worth to try in Tasikmalaya. breakfast is great, with many of choice in local and international menu. this hotel located in the heart of the city. just walk to the center of the town"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Excellent Hotel - Will Really Come Back...","I stayed in this hotel for 3 nights just few days back n I really had a great time there...The cleanliness, staff, food, room n facilities were just amazing...I recommend everyone going to Tasikmalaya to stay in this hotel n experience the amazing days..."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good new hotel","Last year I got an invitation from an old friend in Tasikmalaya, he celebrated his wedding day @ Santika Tasik. I decided to stay in that hotel for a night.The hotel was relatively new, so I could smell particular odor all around the hotel (except in the lobby). The price was higher than my usual hotel, but at first I believed it was fair enough considering Santika Tasik was rated as four star hotel. But in my opinion the lobby was too small and the room was too narrow. The good news, the room was still in a perfect condition. They have swimming pool, but I didn't use it. The breakfast was moderate - I wouldn't say it was bad, but too standard for a four star hotel. The location is in the main road, but there is another hotel closer to the city center, which provides the same quality (even cheaper). But Santika has more staffs compared to other hotels I've stayed in, they're very friendly and handful, and more professional. The parking space is in the basement, so it wouldn't get wet when it's raining.Overall, it's a nice hotel for a small town - but it was in ""borderline"" between three and four star."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Homey","Our family spend 2 nights at santika tasikmalaya during lebaran holiday last august. The hotel is brand new, one of the tallest building in tasikmalaya, located in the city area, lots of dining option around.We stayed in deluxe room with extra bed, the space was adequate for 3 adults, 2 children and a baby, i found the housekeeping service was excellent because during our stay there, we called the housekeeper several times to clean our room n change the bed sheets because of my children were pretty sick n they vomitted in the room. The housekeeper came immediately after we called them, thank you very much.The breakfast buffet was hectic because we stayed there during peak season but the staffs were very friendly n helpfull, the food selection was limited but it quite tasty.The only downside that i found during my stay was the lift, it was very slow, it took us forever from lobby to our room on the 6th floor, but it was not a big issue for us.Overall, it was a nice experience, surely will stay here again."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Great Hotel at the heart of Tasikmalaya","Great Hotel at city center of Tasikmalaya. Great price but Quite difficult to find (Closed to Crowded Market)Superior room with pool view, clean and comfort beds.Great service with smile, polite and quick to help us.My son love the swimming pool.various breakfast menu and the taste quite good."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Best Hotel in Tasikmalaya","A hotel in a small city that has comfort room and good view. The food was average, i didnt find any special taste, but it has a great place restaurant on the roof top. The staffs were very friendly, polite and helpfull. Just need to improve the ramp from 1st floor to 2nd floor for parking area, it was too tight to drive, glad i was using small car."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The best hotel in Tasikmalaya","I really feel cosy and comfort staying in Santika Hotel Tasik and also the food is good. For the staff is very friendly and helpful.Need to improve the parking road from the first floor to the second floor the curve is too dangerous. But anyway I'll always stay in Santika Hotel for my Bistrip."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice hotel, great staff","Very nice and new hotel with nice rooms all the modcons. All staff was pleasant, polite and helpfull. The driver of the hotelcar drove me to the railway- and busstation and helped me arrange onward travel. He also drove us to the busstation next day. Both trips were courtesy of the hotel. Good breakfast, with a wide choice of western and Indonesian fare."
"Ciamis","Hotel Santika Tasikmalaya","4 ","Nice, cosy hotel in this small city of Tasikmalaya","Perhaps only business travellers would go to small city of Tasikmalaya in West Java, and surprisingly they have this nice, small, modern hotel. My room was pretty standard, but I find it nice with a very cosy bed. The view to the city with mountains in the background was not bad at all. I also liked it convenient location where you can walk to the nearby shopping areas, restaurants and food stalls (warungs)."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The best hotel in town","We rent 4 Superior rooms on May 18th - 20th based on the positive reviews we read in tripadvisor. True to previous reviews, the hotel is the best in town. It is a new hotel, just opened late last year so everything looks very clean and immaculate. It's located in the downtown area and the service are great! We were handled very nicely considering we brought a long 4 children along. The facilities are complete for a 3 stars hotel. It has pool, fitness centre, LCD tv, and the breakfast is quite complete with its own eggs stand. We paid only USD 40 per room per night net including breakfast, really worth the price. So next time you have the time to visit the city, highly suggest to stay in the hotel.Btw, book via their website for best price. Don't call directly since we were offered higher price when calling so we just booked via their website (Saved about 20 bucks per room per night!!)"
"Ciamis","Hotel Santika Tasikmalaya","4 ","Good hotel","I am so glad, Santika was open here. So, I have more option to choose hotel here. I took standard room, and cost me $45/night. The parking area is spacious, the breakfast was excellent, and the staff were very helpful. I would stay here again if I am visiting Tasikmalaya"
"Ciamis","Hotel Santika Tasikmalaya","4 ","The Highest Hotel in Tasikmalaya","No wonder why I told it the highest hotel in town, I get the 5th floor room, and I can see whole city! The premiere room affords you the great experience with the Mt. Galunggung view. The bed, tv, and the bathroom so perfect on this class. Location is in the heart of the town, near to go everywhere. Very recommended to you who want to get a leisure and luxurious experience from the city."
"Ciamis","Hotel Santika Tasikmalaya","4 ","The Right Hotel for family","Newly opened on August 2011, good food and good locationreal value for money.. a walking distance to ""Masjid Agung Tasikmalaya""..Also have a large ballroom for wedding and birthday party..highly recommended"
"Ciamis","Crown Hotel Tasikmalaya","3 ","Very very average. No working wifi in rooms.","This place is definitely not worth the price but is still comfortable. Nice staff. The wifi doesn't actually work in the rooms (barely works at all) and the bathroom desperately needs a massive renovation (very smelly too unfortunately). Overall, it's okay, but I wouldn't stay here again."
"Ciamis","Crown Hotel Tasikmalaya","3 ","Hotel Room","The room price is cheap. It's about IDR 300 K but the room size is little including bathroom. You have nice breakfast in the morning such as fried rice, fried noodle rice, and chicken porridge.The staff is helpful. You can order massage through them.Overall is good."
"Ciamis","Crown Hotel Tasikmalaya","3 ","Old, Bad, Terrible Hotel","I just Come back from Tasikmalaya 2 days ago. I Have Stayed on 28 of august at This Hotel. Since I'm very rare to visit this city so i try to look information on the net and it show this hotel is 3 stars hotel. Since i try to book Santika hotel and it's full already so i try to decide to choose this hotel, since this is 3 stars hotel,others hotel that shown is more lower star or even no star hotel. I Booked the Superior Room, the price is Rp. 490.000 which is the 2nd From the Most expensive Room Which is Deluxe. I think it will be nice hotel and good room.Soon when i Arrive at this hotel, look nice hotel with good reception and fast check in. My Room Number is 123, the key is a standard key which still use Key it self. Soon i go to my room, from the naked eye the room look nice n clean even the AC still the old style model without remote and the television in my room have broken remote. Not a good beginning right? haha..and it is more are coming when i lay in the bed.. The bed is realy unconvinient because the bed is Fell Down and you will not want to have this kind of bed in your room. The Toilet looks Clean, but after i do some observation the toilet bowl is not well maintain, guess what.. i found some Big Red Ant arround the bowl and the floor of the toilet.. Really disgusting and feel want to check out as soon as possible."
"Ciamis","Crown Hotel Tasikmalaya","3 ","Old Hotel Property","Been traveling to Tasikmalaya to visit friend's wedding, the staff's are friendly and polite, very helpful especially when we needed directions in this area, wifi is ok. That being said, the hotel is old and in need for renovation especially in the toilet and shower room, toilet bowl is not in good condition...looked like its never been maintained in quite a while. overall is ok, i think its a bit too pricy for the superior room rented"
"Ciamis","Crown Hotel Tasikmalaya","3 ","Great Tasikmalaya Old Style Hotel","First impression when i arrived in Crown hotel was breathtaking because i impressed that the old style hotel was existing in Tasikmalaya region nowdays. This hotel looked like a hostel in the first floor or maybe like boarding house. I booked the deluxe room (as i known, it's a deluxe), When i opened the door. It was a three star hotel but still in old style and maybe they skipped the renovation to keep it unique. I liked the Television because it still the gorgeous big CRT tv :D. One thing that surprised me was the bathroom because it wasn't very clean and i'm not brave enough to use the bathtub. The water was not very well, i can't burst well so it took time to have a shower from that spout. The breakfast was delicious but... I am a traveller who always stay at 2 or above hotel, not a hostel. For the first time in my life, i have to ASK the waiter for the omelet or the scramble because there was no sign or booth that serve that food. Overall the breakfast was so-so and nothing special. But one of the interesing thing when i stayed at this hotel was i able to experience the past when my parents era still existed. Haha"
"Ciamis","Crown Hotel Tasikmalaya","3 ","Good hotel ","Wifi was ok in the room . Clean hotel . Friendly and helpfull staff . Good location . Food at the restaurant. was ok ,but nothing special . Breakfast was pover. Nice room . Also good entertaining. example ; music band. "
"Ciamis","Crown Hotel Tasikmalaya","3 ","The price is too expensive","I often travell to Tasikmala, and every time I ask to the hotel receptionist, they always offer me the expensive room, the strange is, when you look in the parking area, you will not see lot of car there"
"Ciamis","Crown Hotel Tasikmalaya","3 ","Not very nice, but might be the best in the city","might have the best rooms in its city, but not very recommended. The cleaning service is not good."
"Ciamis","Crown Hotel Tasikmalaya","3 ","Nightmare hotels at Tasikmalaya","Noissy, especially fr 22.00 to 0.30, the food was terrible, I recomend you to chose another hotels"
"Ciamis","Crown Hotel Tasikmalaya","3 ","Only stay if you can sleep with a lot of noise","Myself and my 3 children stayed here overnight twice, en route and return from Pangandaran to Bandung and back in order to break the 6 hour drive in half. Bad idea. No sleep.The rooms themselves appear fine, in fact the Superior triple ( 3 single beds) and Superior ( 1 queen plus a single )are both huge and the staff were more than happy to throw down an extra mattress on the floor. The air con worked fine and there was hot water - my two main criteria in Java. 3 star it certainly is by appearances. The price is absolutely outrageous for a small town stopover with little infrastructure in Java though, I paid around USD $ 70 which seems low by global standards, but trust me, in the middle of West Java, that's just ridiculous. I might also make mention of the shower cap I pulled out of it's teeny tiny resealable plastic bag to find it was already wet and soapy. Eww. But I guess somebody went to a lot of trouble to pack that sucker in.The good news for food is the restaurant is great for dinner and cheap as chips. Breakfast is included and is Indonesian style,basic nasi goreng and condiments, and surprisingly, a man making eggs to order alongside the buffet table. The thing is though, Indonesians all smoke during meals. Heavily. It was tough to see the food under the smoke cloud and really puts you off your food. We couldn't escape breakfast fast enough and unfortunately, your choices are pretty much limited to the hotel or a dodgy street stall where they rinse your dish in a bucket of filthy water.But the noise was phenomenal. The first night we were there we were backed up against the restaurant/cafe. Seemed OK as there was no-one else at dinner and we thought we had it all to ourselves. Wrong! At 10pm,(and this was a Tuesday) the band started in the cafe. Until 1am. Then, my daughter was treated to a generator behind her headboard until 6am. It seemed, according to the manager whose chest was puffed out in pride at my noise complaint, that the Crown hotel is THE place to karaoke. Every night. So, I thought, well I will just book a room on the other side of the hotel for the return trip. Well that was foiled by the conference being held there. I am not kidding, they were like college kids on spring break, yelling and running in the hallways, slamming doors and at one point, playing cards with a boombox on the floor right outside my door.And when I say it did not stop, I am not exaggerating. At 6am after nearly 12 hours of this with repeated calls to the front desk ( who did not come) I finally lost my temper and flung the door open and yelled at the lot of them, who all just kind of ignored me. We were so tired we could barely drag ourselves to the car to get out of Dodge. Part of the problem is the style of the door, with a large, uncurtained glass partition above it ( probably for extra light) but what a sound funnel.So, if you are travelling through Java, avoid this one unless you are a heavy sleeper, head on straight through to Pangandaran or Bandung and hang the extra couple of travelling hours."
